geometry.coordinates	route_name	name	stop_number	stop_modifier
144.9832712,-37.804869	Tram 86: RMIT University Bundoora Campus => Waterfront City	Peel Street	16	
144.9834541,-37.803615	Tram 86: Waterfront City => RMIT University Bundoora Campus	Charles Street	17	
144.983522,-37.803447	Tram 86: RMIT University Bundoora Campus => Waterfront City	Charles Street	17	
144.9838716,-37.8014181	Tram 86: RMIT University Bundoora Campus => Waterfront City	Hodgson Street	18	
144.9838075,-37.8015592	Tram 86: Waterfront City => RMIT University Bundoora Campus	Hodgson Street	18	
144.9842317,-37.7990912	Tram 86: Waterfront City => RMIT University Bundoora Campus	Johnston Street	19	
144.9843167,-37.7988278	Tram 86: RMIT University Bundoora Campus => Waterfront City	Johnston Street	19	
144.9846787,-37.7967262	Tram 86: RMIT University Bundoora Campus => Waterfront City	Keele Street	20	
144.9846226,-37.7968305	Tram 86: Waterfront City => RMIT University Bundoora Campus	Rose Street	20	
144.9850757,-37.794193	Tram 86: Waterfront City => RMIT University Bundoora Campus	Alexandra Parade	21	
144.9852199,-37.7935845	Tram 86: RMIT University Bundoora Campus => Waterfront City	Alexandra Parade	21	
144.9990781,-37.7691826	Tram 86: RMIT University Bundoora Campus => Waterfront City	Separation Street	33	
144.9991836,-37.7676044	Tram 86: Waterfront City => RMIT University Bundoora Campus	Bent Street	34	
144.999222,-37.7675854	Tram 86: RMIT University Bundoora Campus => Waterfront City	McCutcheon Street	34	
144.9994415,-37.7655281	Tram 86: RMIT University Bundoora Campus => Waterfront City	Dennis Street	35	
144.9993638,-37.7657506	Tram 86: Waterfront City => RMIT University Bundoora Campus	Dennis Street	35	
144.999783,-37.763346	Tram 86: Waterfront City => RMIT University Bundoora Campus	Darebin Road	36	
145.0001752,-37.7612516	Tram 86: RMIT University Bundoora Campus => Waterfront City	Woolton Avenue	37	
145.0000929,-37.7615185	Tram 86: Waterfront City => RMIT University Bundoora Campus	Woolton Avenue	37	
144.9998702,-37.7630667	Tram 86: RMIT University Bundoora Campus => Waterfront City	Darebin Road	36	
145.0004079,-37.7596608	Tram 86: Waterfront City => RMIT University Bundoora Campus	Normanby Avenue	38	
145.0004823,-37.7594464	Tram 86: RMIT University Bundoora Campus => Waterfront City	Clarendon Street	38	
145.0006285,-37.7583363	Tram 86: Waterfront City => RMIT University Bundoora Campus	Ballantyne Street	39	
145.0006709,-37.7583142	Tram 86: RMIT University Bundoora Campus => Waterfront City	Gooch Street	39	
145.0009514,-37.7566342	Tram 86: RMIT University Bundoora Campus => Waterfront City	Mansfield Street	40	
145.0008917,-37.7567539	Tram 86: Waterfront City => RMIT University Bundoora Campus	Mansfield Street	40	
145.0012878,-37.7543728	Tram 86: Waterfront City => RMIT University Bundoora Campus	Blythe Street	41	
145.0012951,-37.7545619	Tram 86: RMIT University Bundoora Campus => Waterfront City	Collins Street	41	
145.0018983,-37.7520141	Tram 86: RMIT University Bundoora Campus => Waterfront City	Dundas Street	42	
145.0040075,-37.7488759	Tram 86: RMIT University Bundoora Campus => Waterfront City	Raglan Street	43	
145.0037658,-37.7491684	Tram 86: Waterfront City => RMIT University Bundoora Campus	Raglan Street	43	
145.0051706,-37.7470738	Tram 86: Waterfront City => RMIT University Bundoora Campus	Seymour Street	44	
145.0052885,-37.7469644	Tram 86: RMIT University Bundoora Campus => Waterfront City	Osborne Grove	44	
145.0060504,-37.7457621	Tram 86: Waterfront City => RMIT University Bundoora Campus	Bell Street	45	
145.0114261,-37.7389345	Tram 86: Waterfront City => RMIT University Bundoora Campus	Murray Road	49	
145.0064874,-37.74525	Tram 86: RMIT University Bundoora Campus => Waterfront City	Bell Street	45	
145.008363,-37.7428718	Tram 86: RMIT University Bundoora Campus => Waterfront City	David Street	47	
145.0079901,-37.7432857	Tram 86: Waterfront City => RMIT University Bundoora Campus	David Street	47	
145.0096491,-37.7411857	Tram 86: Waterfront City => RMIT University Bundoora Campus	Gower Street	48	
145.0100288,-37.7407627	Tram 86: RMIT University Bundoora Campus => Waterfront City	Gower Street	48	
145.0463484,-37.7125284	Tram 86: Waterfront City => RMIT University Bundoora Campus	Bundoora Park	61	
145.0193109,-37.7278783	Tram 86: RMIT University Bundoora Campus => Waterfront City	McColl Street	54	
145.0200181,-37.7273812	Tram 86: Waterfront City => RMIT University Bundoora Campus	Wilkinson Street	54	
145.0174441,-37.7290893	Tram 86: RMIT University Bundoora Campus => Waterfront City	Ethel Grove	53	
145.0172354,-37.7291863	Tram 86: Waterfront City => RMIT University Bundoora Campus	Ethel Grove	53	
145.0116141,-37.7386912	Tram 86: RMIT University Bundoora Campus => Waterfront City	Murray Road	49	
145.012476,-37.7368419	Tram 86: Waterfront City => RMIT University Bundoora Campus	Sylvester Grove	50	
145.012513,-37.7368528	Tram 86: RMIT University Bundoora Campus => Waterfront City	Sylvester Grove	50	
145.0136191,-37.7344837	Tram 86: Waterfront City => RMIT University Bundoora Campus	Wood Street	51	
145.0146915,-37.7309731	Tram 86: RMIT University Bundoora Campus => Waterfront City	Tyler Street	52	
145.0137402,-37.7343022	Tram 86: RMIT University Bundoora Campus => Waterfront City	Wood Street	51	
144.975814,-37.8182886	Tram 70: Wattle Park => Waterfront City	William Barak Bridge	7	7A
144.890665,-37.7138838	Tram 59: Airport West => Flinders Street railway station	Matthews Avenue	59	
144.890665,-37.7138838	Tram 59: Flinders Street railway station => Airport West	Matthews Avenue	59	
144.9766267,-37.7512435	Tram 1: East Coburg => South Melbourne Beach	Rennie Street	131	
144.9765694,-37.7513591	Tram 1: South Melbourne Beach => East Coburg	Rennie Street	131	
144.9768906,-37.7494087	Tram 1: South Melbourne Beach => East Coburg	Crozier Street	132	
144.9769373,-37.7493695	Tram 1: East Coburg => South Melbourne Beach	Crozier Street	132	
144.977466,-37.7460454	Tram 1: East Coburg => South Melbourne Beach	Harding Street	133	
144.9773727,-37.746379	Tram 1: South Melbourne Beach => East Coburg	Harding Street	133	
144.9778416,-37.744334	Tram 1: East Coburg => South Melbourne Beach	Merribell Avenue	134	
144.9780737,-37.7430531	Tram 1: East Coburg => South Melbourne Beach	Bell Street	135	
144.9780737,-37.7430531	Tram 1: South Melbourne Beach => East Coburg	Bell Street	135	
144.9777998,-37.7443652	Tram 1: South Melbourne Beach => East Coburg	Merribell Avenue	134	
144.9495014,-37.7768297	Tram 58: Toorak => West Coburg	Park Street	28	
144.9497059,-37.7770154	Tram 58: West Coburg => Toorak	Park Street	28	
144.9488396,-37.775567	Tram 58: West Coburg => Toorak	Brunswick Road	29	
144.9608024,-37.7748328	Tram 19: Flinders Street railway station => North Coburg	Barkly Square Shopping Centre	20	
144.9608762,-37.7746074	Tram 19: North Coburg => Flinders Street railway station	Barkly Square Shopping Centre	20	
144.9613186,-37.771676	Tram 19: Flinders Street railway station => North Coburg	Dawson Street	21	
144.9614052,-37.7713944	Tram 19: North Coburg => Flinders Street railway station	Glenlyon Road	21	
144.9618588,-37.7687404	Tram 19: North Coburg => Flinders Street railway station	Albert Street	22	
144.9617862,-37.7689456	Tram 19: Flinders Street railway station => North Coburg	Albert Street	22	
144.9620942,-37.7671473	Tram 19: Flinders Street railway station => North Coburg	Victoria Street	23	
144.9621686,-37.7669368	Tram 19: North Coburg => Flinders Street railway station	Victoria Street	23	
144.9623649,-37.7655852	Tram 19: Flinders Street railway station => North Coburg	Blyth Street	24	
144.9638313,-37.7553796	Tram 6: Moreland railway station => Glen Iris	Sydney Road	132	
144.9642766,-37.7554991	Tram 6: Glen Iris => Moreland railway station	Sydney Road	132	
144.9665506,-37.7414713	Tram 19: Flinders Street railway station => North Coburg	Bell Street	34	
144.9641788,-37.7552815	Tram 19: North Coburg => Flinders Street railway station	Moreland Road	28	
144.962772,-37.7632163	Tram 19: Flinders Street railway station => North Coburg	Stewart Street	25	
144.9628391,-37.7630579	Tram 19: North Coburg => Flinders Street railway station	Stewart Street	25	
144.9624457,-37.7653483	Tram 19: North Coburg => Flinders Street railway station	Blyth Street	24	
144.9631541,-37.7609678	Tram 19: Flinders Street railway station => North Coburg	Albion Street	26	
144.9632379,-37.7607093	Tram 19: North Coburg => Flinders Street railway station	Albion Street	26	
144.96371,-37.7577789	Tram 19: Flinders Street railway station => North Coburg	Brunswick Tram Depot	27	
144.9638179,-37.7573852	Tram 19: North Coburg => Flinders Street railway station	Brunswick Tram Depot	27	
144.9640757,-37.7556533	Tram 19: Flinders Street railway station => North Coburg	Moreland Road	28	
144.9644556,-37.7535059	Tram 19: Flinders Street railway station => North Coburg	Moore Street	29	
144.9644971,-37.7534982	Tram 19: North Coburg => Flinders Street railway station	Moore Street	29	
144.9647077,-37.7520793	Tram 19: Flinders Street railway station => North Coburg	The Avenue	30	
144.9647858,-37.7518538	Tram 19: North Coburg => Flinders Street railway station	The Avenue	30	
144.965365,-37.7484844	Tram 19: North Coburg => Flinders Street railway station	Reynard Street	31	
144.9652896,-37.7487008	Tram 19: Flinders Street railway station => North Coburg	Reynard Street	31	
144.9659175,-37.7451004	Tram 19: Flinders Street railway station => North Coburg	Munro Street	32	
144.9659946,-37.7448721	Tram 19: North Coburg => Flinders Street railway station	Harding Street	32	
144.966239,-37.743254	Tram 19: Flinders Street railway station => North Coburg	Victoria Street	33	
144.9663132,-37.7430472	Tram 19: North Coburg => Flinders Street railway station	Victoria Street	33	
144.962518,-37.7552588	Tram 6: Glen Iris => Moreland railway station	Moreland Station	133	
144.9621464,-37.7553159	Tram 6: Moreland railway station => Glen Iris	Moreland Station	133	
144.9666514,-37.7411499	Tram 19: North Coburg => Flinders Street railway station	Bell Street	34	
144.9663631,-37.7364142	Tram 19: Flinders Street railway station => North Coburg	Rogers Street	36	
144.9660301,-37.7355302	Tram 19: North Coburg => Flinders Street railway station	Rogers Street	36	
144.9668884,-37.7375412	Tram 19: North Coburg => Flinders Street railway station	Champ Street	35	
144.965385,-37.7341232	Tram 19: Flinders Street railway station => North Coburg	Gaffney Street	37	
144.9652953,-37.7338184	Tram 19: North Coburg => Flinders Street railway station	Gaffney Street	37	
144.9643218,-37.7316319	Tram 19: Flinders Street railway station => North Coburg	Renown Street	38	
144.9645653,-37.7321013	Tram 19: North Coburg => Flinders Street railway station	Carr Street	38	
144.9637844,-37.7298961	Tram 19: North Coburg => Flinders Street railway station	Mercy College	39	
144.9398575,-37.7891428	Tram 57: West Maribyrnong => Flinders Street railway station	Boundary Road	22	
144.9335133,-37.7885064	Tram 57: Flinders Street railway station => West Maribyrnong	Collett Street	24	
144.9334642,-37.7884688	Tram 57: West Maribyrnong => Flinders Street railway station	Victoria Street	24	
144.9312481,-37.788333	Tram 57: West Maribyrnong => Flinders Street railway station	Wellington Street	25	
144.9305114,-37.7882847	Tram 57: Flinders Street railway station => West Maribyrnong	Wellington Street	25	
144.9283875,-37.7880591	Tram 57: Flinders Street railway station => West Maribyrnong	Newmarket Station	26	
144.9281253,-37.7880018	Tram 57: West Maribyrnong => Flinders Street railway station	Newmarket Station	26	
144.924878,-37.7876565	Tram 57: West Maribyrnong => Flinders Street railway station	Smithfield Road	28	
144.9253926,-37.7877406	Tram 57: Flinders Street railway station => West Maribyrnong	Smithfield Road	28	
144.9220091,-37.7873806	Tram 57: West Maribyrnong => Flinders Street railway station	Ascot Vale Road	29	
144.9218692,-37.7874163	Tram 57: Flinders Street railway station => West Maribyrnong	Ascot Vale Road	29	
144.9091859,-37.7709624	Tram 82: Moonee Ponds Junction => Footscray railway station	Bowen Street	39	
144.9091859,-37.7709624	Tram 57: Flinders Street railway station => West Maribyrnong	Bowen Street	39	
144.9161269,-37.7719088	Tram 57: Flinders Street railway station => West Maribyrnong	Maribyrnong Road	37	
144.9200091,-37.7860789	Tram 57: West Maribyrnong => Flinders Street railway station	Flemington Drive	30	
144.9197823,-37.7859105	Tram 57: Flinders Street railway station => West Maribyrnong	Flemington Racecourse	30	
144.9179913,-37.7839756	Tram 57: West Maribyrnong => Flinders Street railway station	Racing Victoria	31	
144.9183024,-37.7843725	Tram 57: Flinders Street railway station => West Maribyrnong	Racing Victoria	31	
144.9167257,-37.7826427	Tram 57: West Maribyrnong => Flinders Street railway station	Sandown Road	32	
144.9147742,-37.7803846	Tram 57: West Maribyrnong => Flinders Street railway station	Melbourne Showgrounds	33	
144.9150225,-37.7786465	Tram 57: Flinders Street railway station => West Maribyrnong	Burrowes Street	34	
144.9155149,-37.7758989	Tram 57: West Maribyrnong => Flinders Street railway station	Bloomfield Road	35	
144.9154452,-37.7760721	Tram 57: Flinders Street railway station => West Maribyrnong	Munro Street	35	
144.9158326,-37.7737145	Tram 57: Flinders Street railway station => West Maribyrnong	St Leonards Road	36	
144.9158947,-37.773553	Tram 57: West Maribyrnong => Flinders Street railway station	St Leonards Road	36	
144.9123003,-37.7712755	Tram 82: Footscray railway station => Moonee Ponds Junction	Hotham Street	38	
144.9123003,-37.7712755	Tram 57: West Maribyrnong => Flinders Street railway station	Hotham Street	38	
144.9127545,-37.771358	Tram 82: Moonee Ponds Junction => Footscray railway station	Ferguson Street	38	
144.9127545,-37.771358	Tram 57: Flinders Street railway station => West Maribyrnong	Ferguson Street	38	
144.9089875,-37.7709103	Tram 82: Footscray railway station => Moonee Ponds Junction	Bowen Street	39	
144.9089875,-37.7709103	Tram 57: West Maribyrnong => Flinders Street railway station	Bowen Street	39	
144.905703,-37.7705755	Tram 82: Moonee Ponds Junction => Footscray railway station	Epsom Road	40	
144.905703,-37.7705755	Tram 57: Flinders Street railway station => West Maribyrnong	Epsom Road	40	
144.905113,-37.7704799	Tram 82: Footscray railway station => Moonee Ponds Junction	Epsom Road	40	
144.905113,-37.7704799	Tram 57: West Maribyrnong => Flinders Street railway station	Epsom Road	40	
144.9026143,-37.7702344	Tram 82: Moonee Ponds Junction => Footscray railway station	Maribyrnong Park	41	
144.9026143,-37.7702344	Tram 57: Flinders Street railway station => West Maribyrnong	Maribyrnong Park	41	
144.9020783,-37.7701458	Tram 82: Footscray railway station => Moonee Ponds Junction	Maribyrnong Park	41	
144.9020783,-37.7701458	Tram 57: West Maribyrnong => Flinders Street railway station	Maribyrnong Park	41	
144.8828733,-37.7696125	Tram 82: Footscray railway station => Moonee Ponds Junction	Raleigh Road	48	
144.878016,-37.7688094	Tram 57: Flinders Street railway station => West Maribyrnong	Central Park Avenue	49	
144.878016,-37.7688094	Tram 57: West Maribyrnong => Flinders Street railway station	Central Park Avenue	49	
144.8823871,-37.7693463	Tram 57: West Maribyrnong => Flinders Street railway station	Wests Road	48	
144.8870537,-37.768962	Tram 82: Moonee Ponds Junction => Footscray railway station	Rosamond Road	46	
144.8870537,-37.768962	Tram 57: Flinders Street railway station => West Maribyrnong	Rosamond Road	46	
144.8867007,-37.7689083	Tram 82: Footscray railway station => Moonee Ponds Junction	Rosamond Road	46	
144.8867007,-37.7689083	Tram 57: West Maribyrnong => Flinders Street railway station	Rosamond Road	46	
144.8889896,-37.7686648	Tram 82: Footscray railway station => Moonee Ponds Junction	Randall Street	45	
144.8889896,-37.7686648	Tram 57: West Maribyrnong => Flinders Street railway station	Randall Street	45	
144.8895378,-37.7686884	Tram 82: Moonee Ponds Junction => Footscray railway station	Randall Street	45	
144.8895378,-37.7686884	Tram 57: Flinders Street railway station => West Maribyrnong	Randall Street	45	
144.8991635,-37.7698021	Tram 82: Moonee Ponds Junction => Footscray railway station	Clyde Street	42	
144.8991635,-37.7698021	Tram 57: Flinders Street railway station => West Maribyrnong	Clyde Street	42	
144.8988074,-37.7697284	Tram 82: Footscray railway station => Moonee Ponds Junction	Clyde Street	42	
144.8988074,-37.7697284	Tram 57: West Maribyrnong => Flinders Street railway station	Clyde Street	42	
144.8956883,-37.7693694	Tram 82: Footscray railway station => Moonee Ponds Junction	Van Ness Avenue	43	
144.8956883,-37.7693694	Tram 57: West Maribyrnong => Flinders Street railway station	Van Ness Avenue	43	
144.8961372,-37.7694495	Tram 82: Moonee Ponds Junction => Footscray railway station	Van Ness Avenue	43	
